Loan_ID,Borrower_ID,Loan_Amount,Interest_Rate,Loan_Term_Months,Annual_Revenue,EBITDA,Debt_to_Equity,Current_Ratio,Credit_Score,Collateral_Value,Origination_Date,Default,LTV_Ratio,Debt_Service_Coverage,Months_Since_Origination,Delinquency_Days,annual_turnover,monthly_sales,sales_growth_3m,days_past_due,gst_delay_days,cash_flow_3m_trend,cash_flow_6m_trend,industry_risk_score,Loan_Purpose_Expansion,Loan_Purpose_Inventory,Loan_Purpose_Other,Loan_Purpose_Real Estate,Loan_Purpose_Working Capital,Industry_Construction,Industry_Healthcare,Industry_Manufacturing,Industry_Retail,Industry_Services,Industry_Technology,Industry_Transportation
LOAN_000696,BORR_000696,265454,7.5,60,172083,91368,0.56,2.42,573,23492,2023-01-07,1,2.0,5.0,12,49,168445,16664,-0.2701,285,79,0.2309,0.0117,4.4,0,1,0,0,0,0,0,0,0,0,1,0
LOAN_000697,BORR_000697,24917,10.83,48,4090910,92288,1.31,3.3,658,13629,2024-03-11,0,1.83,5.0,18,3,4124143,340639,0.0579,27,83,-0.1401,0.3273,5.2,0,1,0,0,0,0,0,1,0,0,0,0
LOAN_000698,BORR_000698,650853,5.81,24,979241,2087830,3.56,1.69,702,7803,2022-12-21,0,2.0,5.0,19,11,945394,85948,0.2877,22,24,0.1209,0.0832,6.0,0,0,0,0,0,0,0,0,1,0,0,0
LOAN_000699,BORR_000699,123333,13.31,12,1759582,218724,3.23,0.98,561,82645,2022-06-01,1,1.49,5.0,57,94,1756263,138786,0.0106,34,103,-0.4139,-0.4418,5.0,0,0,0,0,1,0,0,0,0,0,0,1
LOAN_000700,BORR_000700,74303,12.94,12,1119425,171186,3.19,3.16,511,45665,2021-08-02,0,1.63,5.0,16,15,1123073,81773,0.1138,19,53,-0.0527,-0.0787,7.6,0,0,0,0,1,0,0,0,1,0,0,0
LOAN_000701,BORR_000701,785058,9.24,48,16755861,96165,3.39,1.54,732,217244,2022-09-30,0,2.0,4.29,5,25,16004902,1303373,0.1947,0,20,0.1359,0.0969,4.0,0,0,0,0,0,0,1,0,0,0,0,0
LOAN_000702,BORR_000702,56584,13.38,12,459341,619505,1.15,3.47,650,134595,2024-06-18,0,0.42,5.0,46,22,451835,32618,-0.1247,1,58,-0.0745,-0.0582,7.3,0,0,0,1,0,0,0,1,0,0,0,0
LOAN_000703,BORR_000703,19679,6.72,120,584354,57098,3.93,3.07,651,119898,2022-08-13,0,0.16,5.0,39,15,562990,55962,-0.0048,6,30,-0.159,0.1958,4.8,1,0,0,0,0,0,1,0,0,0,0,0
LOAN_000704,BORR_000704,15757,4.19,24,1317721,834910,1.31,1.95,636,67259,2021-04-01,0,0.23,5.0,56,14,1260186,88055,0.3838,4,5,-0.1768,0.0932,3.1,0,0,1,0,0,0,1,0,0,0,0,0
LOAN_000705,BORR_000705,403937,10.81,60,2376045,139755,1.02,2.5,525,19033,2020-05-06,0,2.0,5.0,7,22,2492461,215116,0.0081,25,41,0.0827,-0.101,5.3,0,0,0,0,0,0,0,0,0,1,0,0
LOAN_000706,BORR_000706,23845,9.04,24,5967853,746256,1.53,1.55,728,157833,2023-08-10,0,0.15,5.0,24,11,5861836,513196,0.1875,18,51,-0.1437,0.0098,7.2,1,0,0,0,0,1,0,0,0,0,0,0
LOAN_000707,BORR_000707,2262975,10.24,48,2169444,100745,2.36,1.03,746,86157,2020-07-03,0,2.0,1.52,31,14,2236669,189228,0.1646,1,46,0.2206,-0.1291,8.7,0,0,1,0,0,1,0,0,0,0,0,0
LOAN_000708,BORR_000708,7166,13.89,12,1576306,471543,0.94,2.22,708,49251,2024-01-26,0,0.15,5.0,7,1,1537629,136448,-0.2017,2,83,-0.2398,-0.0224,5.0,0,0,0,0,1,0,0,1,0,0,0,0
LOAN_000709,BORR_000709,2073367,14.67,60,707782,328280,3.09,1.95,549,33569,2023-12-29,0,2.0,5.0,51,16,720628,50832,0.0666,19,27,0.2136,-0.0782,5.7,0,0,0,0,0,0,0,0,1,0,0,0
LOAN_000710,BORR_000710,223356,10.98,48,2224261,150592,1.8,3.42,609,46126,2022-08-09,0,2.0,5.0,5,0,2282142,194363,0.042,9,35,0.0353,0.1812,3.4,0,0,1,0,0,0,0,0,0,0,1,0
LOAN_000711,BORR_000711,140776,12.4,12,510797,964592,2.49,2.41,490,14894,2023-09-04,0,2.0,5.0,59,14,515682,39315,0.0695,9,39,-0.0016,0.3224,6.8,0,0,0,1,0,1,0,0,0,0,0,0
LOAN_000712,BORR_000712,71870,4.92,60,1532608,877371,3.07,2.82,718,358412,2021-10-26,0,0.2,5.0,57,15,1528251,149777,-0.0931,20,89,-0.0554,-0.2097,4.7,1,0,0,0,0,0,0,1,0,0,0,0
LOAN_000713,BORR_000713,296174,5.77,48,925813,70394,3.66,1.17,792,5435,2021-11-30,0,2.0,5.0,29,18,917651,84487,-0.1475,7,12,0.0579,-0.2835,3.9,1,0,0,0,0,0,0,0,0,1,0,0
LOAN_000714,BORR_000714,153821,12.07,84,369877,64085,3.37,2.75,584,74708,2021-12-05,0,2.0,5.0,20,18,364286,36094,-0.0514,8,48,0.0055,-0.0318,6.4,1,0,0,0,0,0,0,1,0,0,0,0
LOAN_000715,BORR_000715,851668,8.75,84,7806016,118856,2.38,0.95,768,65085,2022-05-08,0,2.0,5.0,37,4,8141307,552945,0.0053,1,3,0.1424,-0.2228,6.8,0,0,0,0,1,0,0,0,0,0,0,0
LOAN_000716,BORR_000716,193173,8.91,84,371169,110512,3.97,2.46,670,108918,2020-10-23,0,1.77,5.0,50,21,383440,29207,0.1977,27,63,0.0237,0.0119,5.5,0,0,1,0,0,0,0,0,1,0,0,0
LOAN_000717,BORR_000717,203913,7.39,12,749583,628618,2.35,3.06,598,30509,2024-01-11,1,2.0,5.0,5,97,784440,57405,-0.2371,323,91,0.0277,-0.177,6.8,1,0,0,0,0,0,0,1,0,0,0,0
LOAN_000718,BORR_000718,94332,10.68,24,179531,259416,2.38,2.1,539,81341,2022-09-12,1,1.16,5.0,22,99,172785,11583,-0.1028,54,119,-0.4437,-0.3329,5.5,0,1,0,0,0,0,0,0,0,0,0,1
LOAN_000719,BORR_000719,149429,6.04,120,983079,50548,1.05,1.38,557,305437,2022-06-25,0,0.49,5.0,39,25,1005775,75175,0.149,3,57,0.0032,0.0352,5.8,1,0,0,0,0,0,0,1,0,0,0,0
LOAN_000720,BORR_000720,258254,10.9,48,2023399,53693,1.02,2.0,631,25541,2024-04-28,0,2.0,5.0,58,11,2112092,188594,-0.1307,22,86,0.0469,-0.024,5.1,0,0,0,0,1,0,0,0,1,0,0,0
LOAN_000721,BORR_000721,12515,5.91,24,405125,188447,1.09,3.07,626,305776,2024-05-04,0,0.04,5.0,12,3,392210,29168,-0.0413,29,14,-0.1952,-0.2918,8.0,0,0,0,0,0,1,0,0,0,0,0,0
LOAN_000722,BORR_000722,21541,4.7,60,135558,501864,2.57,2.73,544,51561,2023-04-10,0,0.42,5.0,42,20,129681,10845,0.0515,5,88,-0.1518,0.0089,2.5,1,0,0,0,0,0,0,0,0,1,0,0
LOAN_000723,BORR_000723,496280,7.63,36,766791,1244587,1.95,2.43,745,120911,2022-09-07,1,2.0,5.0,52,137,785279,75591,0.0177,207,32,-0.2423,-0.1566,7.1,1,0,0,0,0,0,0,0,1,0,0,0
LOAN_000724,BORR_000724,210301,6.54,60,996459,203461,1.85,2.67,749,9715,2023-08-20,0,2.0,5.0,16,21,1003879,90140,0.1066,5,45,0.0305,0.1008,4.8,0,0,0,0,0,0,0,0,0,1,0,0
LOAN_000725,BORR_000725,123503,13.78,60,906889,138476,0.95,3.05,541,254108,2022-10-02,0,0.49,5.0,1,19,937889,74863,0.1281,9,38,-0.0121,-0.1013,4.0,0,0,1,0,0,0,1,0,0,0,0,0
LOAN_000726,BORR_000726,167317,4.6,60,8058779,121664,1.83,1.21,696,1135273,2023-12-09,0,0.15,5.0,5,20,7768479,614349,0.1004,22,46,0.0122,-0.0603,6.8,0,0,1,0,0,1,0,0,0,0,0,0
LOAN_000727,BORR_000727,274134,5.94,36,1797521,63113,1.82,3.07,698,15882,2021-04-27,0,2.0,5.0,7,11,1850595,151485,0.1738,16,36,0.0517,-0.2167,5.0,0,1,0,0,0,0,0,0,0,1,0,0
LOAN_000728,BORR_000728,72428,10.04,36,1635902,147098,2.67,2.98,761,43556,2021-02-20,0,1.66,5.0,34,7,1587091,115172,-0.1157,7,40,-0.0548,-0.3387,4.2,0,0,0,0,1,0,1,0,0,0,0,0
LOAN_000729,BORR_000729,50642,9.29,36,1786798,86419,1.86,2.09,512,281461,2020-01-21,0,0.18,5.0,1,8,1726700,151604,0.1599,8,44,-0.0834,-0.1613,5.3,0,0,0,0,0,0,0,1,0,0,0,0
LOAN_000730,BORR_000730,218331,4.5,48,1773206,95674,1.97,1.89,597,13853,2024-02-08,0,2.0,5.0,41,12,1713673,135046,-0.0843,1,29,0.0335,-0.2305,4.5,0,0,0,0,1,0,1,0,0,0,0,0
LOAN_000731,BORR_000731,37512,4.08,24,706570,352612,1.45,3.32,545,190853,2024-03-14,0,0.2,5.0,30,0,728796,69293,-0.1211,16,70,-0.1074,0.0555,6.7,0,0,1,0,0,0,0,0,1,0,0,0
LOAN_000732,BORR_000732,300252,14.87,48,391331,25044,0.96,3.01,646,12743,2021-07-26,0,2.0,2.51,10,20,397795,36551,0.0998,19,67,0.059,-0.0727,7.3,0,0,0,0,0,0,0,0,1,0,0,0
LOAN_000733,BORR_000733,12659,11.25,48,23339572,13476,1.55,3.47,627,23261,2022-10-27,0,0.54,5.0,45,21,23393405,2035626,0.2024,10,6,-0.1943,-0.0757,4.9,0,0,0,1,0,0,0,0,0,0,0,0
LOAN_000734,BORR_000734,762024,8.02,48,1009087,47254,0.65,2.53,584,143917,2020-10-10,0,2.0,2.25,3,10,994841,78400,0.0932,17,46,0.1335,-0.1427,4.4,0,1,0,0,0,0,0,0,0,0,1,0
LOAN_000735,BORR_000735,330676,9.17,60,1234221,455472,1.21,0.89,850,360579,2021-10-30,0,0.92,5.0,57,5,1280775,94347,0.0231,21,46,0.0667,-0.4799,5.6,0,0,0,1,0,0,0,0,0,0,0,0
LOAN_000736,BORR_000736,238958,6.93,48,1269738,256576,1.64,1.22,560,196695,2022-12-09,0,1.21,5.0,15,9,1256081,116235,0.0665,2,81,0.0407,0.2312,4.6,0,0,1,0,0,0,0,0,0,0,0,0
LOAN_000737,BORR_000737,710721,7.79,24,484854,552912,1.01,3.01,601,96116,2025-04-05,0,2.0,5.0,9,17,500204,41457,0.0405,8,78,0.1279,-0.145,3.3,0,0,0,0,0,0,0,0,0,1,0,0
LOAN_000738,BORR_000738,1979216,11.14,60,1489796,19047,2.83,2.53,736,19466,2023-03-08,0,2.0,0.5,42,1,1480728,109808,-0.1489,7,59,0.2099,-0.0569,6.3,0,0,1,0,0,0,0,0,0,0,0,1
LOAN_000739,BORR_000739,745309,13.71,60,259169,316787,1.48,1.33,639,64965,2021-10-04,0,2.0,5.0,4,11,255979,18730,-0.1664,28,4,0.1317,-0.2132,6.2,0,0,0,0,0,0,0,0,0,0,0,0
LOAN_000740,BORR_000740,10287,6.03,36,2839376,25100,2.65,0.83,645,45141,2024-12-06,1,0.23,5.0,3,75,2828779,204181,-0.1189,187,107,0.181,-0.2587,4.8,0,0,0,0,1,0,0,0,0,1,0,0
LOAN_000741,BORR_000741,23876,13.24,48,884329,39908,2.75,1.51,682,126598,2023-06-14,0,0.19,5.0,3,24,866764,80238,0.032,26,86,-0.1435,0.0265,5.8,0,0,0,0,0,0,0,1,0,0,0,0
LOAN_000742,BORR_000742,63753,5.34,24,4657049,30145,2.07,1.17,748,62806,2023-12-02,0,1.02,5.0,23,1,4772361,354584,0.0217,6,73,-0.065,-0.119,6.8,0,0,1,0,0,0,0,0,1,0,0,0
LOAN_000743,BORR_000743,169250,6.36,36,2237427,37481,2.07,3.17,686,30395,2020-03-26,0,2.0,5.0,5,6,2238035,188490,0.1214,22,88,0.0131,-0.0538,8.2,0,0,0,0,1,1,0,0,0,0,0,0
LOAN_000744,BORR_000744,353800,4.41,84,1929005,5049318,2.54,3.18,555,160284,2021-01-05,0,2.0,5.0,3,7,1877348,153413,-0.0123,20,21,0.0721,0.2567,4.8,0,0,0,0,1,0,0,0,0,0,0,0
LOAN_000745,BORR_000745,54796,5.55,84,463929,324482,1.42,3.07,604,42679,2021-05-13,0,1.28,5.0,38,22,482466,41485,0.1044,7,22,-0.0771,-0.0059,4.5,0,0,0,0,0,0,0,0,0,0,0,0
LOAN_000746,BORR_000746,215378,14.09,48,1308289,14728,0.57,1.06,710,23404,2023-09-15,0,2.0,2.1,28,25,1293098,124014,-0.0017,19,44,0.0324,-0.0223,6.1,0,0,0,0,1,0,0,0,0,0,0,0
LOAN_000747,BORR_000747,52413,9.05,60,2977867,21085,2.76,1.16,609,61237,2024-04-07,0,0.86,5.0,44,9,2990836,285898,0.2935,4,78,-0.0806,-0.1362,6.3,0,0,1,0,0,0,0,0,1,0,0,0
LOAN_000748,BORR_000748,65037,4.85,84,1383143,180754,2.63,1.17,699,20747,2024-04-29,0,2.0,5.0,29,25,1439363,117599,0.0321,2,51,-0.0634,-0.2792,8.4,0,1,0,0,0,1,0,0,0,0,0,0
LOAN_000749,BORR_000749,19732,14.56,120,235836,202521,2.17,1.5,691,21964,2023-05-03,0,0.9,5.0,58,5,238765,16039,0.3711,18,70,-0.1588,-0.019,6.6,0,0,0,1,0,0,0,1,0,0,0,0
LOAN_000750,BORR_000750,40747,13.67,48,3923664,71197,3.57,1.0,564,314244,2024-09-25,0,0.13,5.0,33,8,3773347,305193,0.0728,1,45,-0.1008,0.0538,6.6,0,0,0,0,0,0,0,0,0,0,0,1
LOAN_000751,BORR_000751,21428,12.3,48,2978896,1462734,2.28,3.45,675,10999,2024-04-05,0,1.95,5.0,58,24,3109917,270168,-0.0121,13,37,-0.1522,0.1699,3.0,0,0,0,0,1,0,0,0,0,0,1,0
LOAN_000752,BORR_000752,37653,14.27,36,198630,51172,1.56,3.11,621,544389,2023-09-13,1,0.07,5.0,21,78,201166,17151,-0.2469,52,37,0.0496,-0.1955,4.2,0,0,0,0,1,0,0,0,0,0,1,0
LOAN_000753,BORR_000753,790533,6.42,12,1398650,544667,3.0,0.99,532,326249,2020-02-17,0,2.0,5.0,58,10,1375559,121568,-0.1964,27,14,0.1364,-0.1638,3.6,0,0,1,0,0,0,1,0,0,0,0,0
LOAN_000754,BORR_000754,39179,13.2,36,3198970,468258,3.87,1.19,575,10122,2020-01-17,1,2.0,5.0,30,169,3083574,221408,-0.3937,115,77,-0.1983,0.0922,6.3,0,0,0,0,1,0,0,0,1,0,0,0
LOAN_000755,BORR_000755,8440677,11.59,60,585672,3701375,3.08,1.51,649,82900,2022-02-23,1,2.0,5.0,12,102,602892,53185,-0.1935,213,70,-0.1934,-0.025,5.6,0,0,0,0,1,0,0,1,0,0,0,0
LOAN_000756,BORR_000756,341115,13.57,60,245232,3912843,3.68,2.89,606,96648,2021-09-16,0,2.0,5.0,31,18,248176,18056,0.0792,19,76,0.0692,-0.0168,4.6,0,1,0,0,0,0,1,0,0,0,0,0
LOAN_000757,BORR_000757,214755,12.77,84,331146,401208,0.89,2.73,681,72049,2020-03-24,0,2.0,5.0,31,17,332254,30462,-0.0589,9,66,0.0322,-0.0133,5.0,0,0,0,0,0,0,0,1,0,0,0,0
LOAN_000758,BORR_000758,44912,7.81,12,1055301,170577,0.92,2.5,599,50706,2024-09-15,0,0.89,5.0,46,15,1096868,85522,0.048,27,56,-0.093,0.0662,5.3,0,0,0,0,0,0,0,1,0,0,0,0
LOAN_000759,BORR_000759,465312,12.52,48,3673817,258977,1.04,3.26,812,34476,2020-04-13,0,2.0,5.0,8,1,3779842,341432,0.2123,16,18,0.094,-0.1305,3.6,0,0,1,0,0,0,1,0,0,0,0,0
LOAN_000760,BORR_000760,68633,6.89,24,326192,361855,2.96,0.9,602,20332,2022-08-23,1,2.0,5.0,45,147,314829,21490,-0.132,40,65,-0.0819,0.0814,6.7,0,1,0,0,0,0,0,1,0,0,0,0
LOAN_000761,BORR_000761,195441,7.61,24,329158,14502,1.86,1.24,722,31581,2020-03-27,0,2.0,1.55,37,20,322960,25921,0.3319,26,29,0.0246,0.07,4.2,0,1,0,0,0,0,0,0,0,1,0,0
LOAN_000762,BORR_000762,7573204,5.19,84,835583,23211,2.17,1.31,609,342132,2024-01-05,0,2.0,0.5,3,13,814567,73447,-0.1564,0,78,0.3172,-0.043,2.6,0,1,0,0,0,0,1,0,0,0,0,0
LOAN_000763,BORR_000763,140914,14.29,48,2744655,577937,1.42,0.96,704,547403,2022-08-25,0,0.26,5.0,42,0,2811609,208702,-0.0026,17,17,-0.0015,0.2451,2.9,0,0,0,0,0,0,0,0,0,1,0,0
LOAN_000764,BORR_000764,912469,7.2,60,9865579,961778,3.08,2.47,609,3700,2020-04-07,0,2.0,5.0,52,27,9405381,876357,-0.0609,3,62,0.1479,0.2385,5.4,1,0,0,0,0,0,0,0,0,0,0,0
LOAN_000765,BORR_000765,56683,9.73,12,1336411,1125284,3.46,1.37,850,63036,2023-10-04,0,0.9,5.0,9,16,1345751,118012,0.1605,0,6,-0.0744,0.1449,4.2,0,0,1,0,0,0,0,0,0,0,0,0
LOAN_000766,BORR_000766,154433,8.3,36,535137,123399,1.06,2.1,574,65656,2022-04-01,0,2.0,5.0,52,11,549182,47368,-0.316,21,59,0.0058,-0.4478,6.7,0,0,1,0,0,0,0,0,0,0,0,1
LOAN_000767,BORR_000767,2317966,14.56,60,462483,249108,1.17,2.65,629,86531,2023-04-18,0,2.0,3.73,47,18,479907,37649,-0.1965,16,77,0.2225,0.2418,5.5,0,0,0,1,0,0,0,0,1,0,0,0
LOAN_000768,BORR_000768,63547,7.69,24,6240694,89700,1.69,2.41,707,37247,2022-09-03,0,1.71,5.0,23,3,6142142,508252,0.0039,2,87,-0.0652,0.1242,3.3,0,1,0,0,0,0,1,0,0,0,0,0
LOAN_000769,BORR_000769,2467393,12.56,36,264227,1777995,1.48,1.58,565,154532,2023-06-28,0,2.0,5.0,41,12,272715,23611,0.2527,1,62,0.2275,0.306,5.5,0,1,0,0,0,0,0,0,1,0,0,0
LOAN_000770,BORR_000770,470536,13.41,12,1517551,98225,2.36,1.92,727,297923,2022-12-03,1,1.58,2.21,14,165,1458462,120199,-0.0323,321,86,-0.0075,-0.4401,5.4,0,0,0,0,0,0,0,0,0,0,0,0
LOAN_000771,BORR_000771,70003,8.79,60,5845597,58883,3.13,1.72,850,187855,2020-10-08,1,0.37,5.0,39,151,6048119,543990,-0.152,189,114,0.1253,-0.1084,4.8,0,0,1,0,0,0,0,0,0,0,1,0
LOAN_000772,BORR_000772,420252,8.16,120,994528,132247,3.28,3.1,569,2336,2022-12-24,0,2.0,5.0,51,17,957480,77673,-0.1596,24,74,0.0859,0.1368,4.1,0,0,0,0,0,0,1,0,0,0,0,0
LOAN_000773,BORR_000773,699997,12.23,60,328639,97865,1.23,1.93,663,57346,2020-11-20,0,2.0,5.0,18,0,325263,23877,0.2709,2,38,0.1267,0.2073,3.9,0,0,0,1,0,0,0,0,0,0,0,0
LOAN_000774,BORR_000774,413624,14.04,120,2269478,148246,1.11,0.97,662,34850,2023-11-27,0,2.0,5.0,12,7,2336948,172461,-0.0732,11,42,0.0846,0.3041,3.8,0,0,0,0,1,0,0,0,0,1,0,0
LOAN_000775,BORR_000775,15439,12.3,60,1362387,525903,1.77,2.47,550,36505,2023-11-21,0,0.42,5.0,41,18,1314692,87900,-0.1214,21,55,-0.1784,0.0375,6.2,0,0,0,0,0,0,0,0,0,0,0,1
LOAN_000776,BORR_000776,54682,6.5,84,2114835,191988,1.02,1.33,575,76746,2020-12-15,0,0.71,5.0,14,13,2057576,157813,0.2416,15,9,-0.0773,-0.2308,2.5,0,0,0,1,0,0,0,0,0,0,1,0
LOAN_000777,BORR_000777,112276,13.77,48,2408091,75410,0.82,1.71,461,7983,2025-01-22,0,2.0,5.0,27,21,2461611,225558,0.1717,27,19,-0.0197,-0.0411,4.3,0,0,0,0,0,0,0,0,0,1,0,0
LOAN_000778,BORR_000778,145560,8.26,48,2238513,69590,1.35,1.68,637,936772,2020-04-25,0,0.16,5.0,44,7,2287768,213079,0.2111,10,63,0.0011,0.0635,5.3,0,0,0,0,0,0,1,0,0,0,0,0
LOAN_000779,BORR_000779,412919,10.34,36,1715539,81070,1.88,1.0,664,1619442,2023-03-30,0,0.25,5.0,33,16,1739753,127724,-0.1225,9,38,0.0845,0.0162,5.3,0,0,0,0,0,0,0,1,0,0,0,0
LOAN_000780,BORR_000780,212469,13.15,60,2709791,12991,2.56,3.37,671,129681,2024-09-14,0,1.64,2.21,18,2,2762346,272463,-0.2088,18,85,0.0313,-0.182,3.0,1,0,0,0,0,0,0,0,0,1,0,0
LOAN_000781,BORR_000781,21960,6.07,24,6070045,527111,3.03,2.28,710,37531,2024-02-22,0,0.59,5.0,55,13,6095978,508486,0.04,9,27,-0.1502,-0.2397,3.9,1,0,0,0,0,0,0,0,0,1,0,0
LOAN_000782,BORR_000782,287879,12.63,12,469717,363024,1.28,1.22,740,247413,2024-08-12,0,1.16,5.0,1,17,458058,44538,0.0703,20,29,0.0556,-0.1062,3.6,0,1,0,0,0,0,0,0,0,0,1,0
LOAN_000783,BORR_000783,406719,10.56,84,874324,1233487,3.37,2.3,642,27274,2024-05-22,0,2.0,5.0,32,21,860832,77669,0.0747,24,57,0.0833,0.1262,9.6,1,0,0,0,0,1,0,0,0,0,0,0
LOAN_000784,BORR_000784,376881,13.83,12,3117385,266979,0.62,2.02,627,425386,2023-07-29,0,0.89,5.0,20,13,3018126,273888,0.2417,2,69,0.0772,0.2421,9.2,0,0,0,1,0,1,0,0,0,0,0,0
LOAN_000785,BORR_000785,823378,5.89,120,1101985,22961,2.05,1.73,698,1147920,2023-01-15,0,0.72,2.11,36,28,1146995,79717,-0.2401,23,61,0.1397,0.1425,8.2,0,0,0,0,0,1,0,0,0,0,0,0
LOAN_000786,BORR_000786,568571,8.63,60,263965,198294,2.72,2.08,813,57896,2021-05-05,0,2.0,5.0,29,6,266166,19696,0.149,5,0,0.1101,0.1636,3.9,1,0,0,0,0,0,0,0,0,0,1,0
LOAN_000787,BORR_000787,324087,13.16,36,1793034,206844,1.52,2.61,522,184703,2020-12-05,1,1.75,5.0,25,137,1775256,118872,-0.1418,61,119,-0.1821,0.0733,8.0,0,0,1,0,0,0,0,0,1,0,0,0
LOAN_000788,BORR_000788,146495,4.21,60,666838,426905,2.89,1.34,543,320005,2024-04-22,0,0.46,5.0,20,29,664304,60144,0.1484,11,24,0.0016,-0.2563,2.7,0,0,0,0,0,0,1,0,0,0,0,0
LOAN_000789,BORR_000789,13474,5.23,60,15316212,1684960,3.53,2.25,559,35551,2022-10-23,0,0.38,5.0,52,23,16001280,1250467,-0.0512,7,38,-0.1893,-0.0633,6.6,0,0,0,0,1,0,0,1,0,0,0,0
LOAN_000790,BORR_000790,310030,14.9,24,3960771,32679,0.81,3.0,553,39604,2020-04-10,0,2.0,1.95,30,19,3823471,355156,-0.1021,1,10,0.0616,-0.0338,6.4,0,1,0,0,0,0,0,1,0,0,0,0
LOAN_000791,BORR_000791,222244,7.08,60,4835721,340086,2.29,1.4,498,38351,2022-12-03,0,2.0,5.0,59,19,4877419,380265,-0.0715,8,58,0.0349,-0.0696,4.8,1,0,0,0,0,0,0,0,0,0,0,0
LOAN_000792,BORR_000792,244597,14.73,60,1264291,130766,0.57,2.19,635,150883,2024-09-24,0,1.62,5.0,42,24,1265035,118885,-0.1968,13,36,0.0426,0.0132,5.3,0,0,1,0,0,0,0,0,0,0,1,0
LOAN_000793,BORR_000793,23977,6.01,24,1745630,4589249,1.48,3.41,517,46398,2023-03-25,0,0.52,5.0,28,3,1765085,125362,0.0261,0,75,-0.1432,0.0712,7.1,0,0,1,0,0,1,0,0,0,0,0,0
LOAN_000794,BORR_000794,32157,7.97,12,797421,512244,0.98,2.96,695,37272,2024-10-06,0,0.86,5.0,24,12,758994,54985,-0.0959,2,28,-0.1197,0.133,4.7,0,0,0,0,0,0,0,0,0,0,0,1
LOAN_000795,BORR_000795,789953,12.28,24,439900,115642,2.68,2.4,752,1019125,2024-02-23,0,0.78,2.82,24,5,456269,35602,0.1379,19,81,0.1364,-0.0367,6.0,0,0,0,0,1,0,0,0,0,0,0,0
LOAN_000796,BORR_000796,153379,11.24,24,402679,952747,1.37,2.82,564,61492,2023-03-11,0,2.0,5.0,23,8,420079,33725,0.116,5,8,0.0053,-0.2806,5.4,0,1,0,0,0,0,0,1,0,0,0,0
LOAN_000797,BORR_000797,452367,10.39,12,15617818,118252,1.49,2.22,620,35579,2024-03-09,0,2.0,2.84,44,21,15719541,1230684,0.2732,26,45,0.0918,-0.0674,6.6,0,1,0,0,0,0,0,0,0,0,0,1
LOAN_000798,BORR_000798,169817,9.83,60,1936196,394086,1.22,3.46,653,402125,2023-02-24,0,0.42,5.0,39,25,1974271,181872,0.0749,19,75,0.0134,0.0116,6.8,0,0,0,0,1,0,0,0,0,0,0,0
LOAN_000799,BORR_000799,170183,13.28,36,245922,98527,1.35,1.26,755,34466,2023-04-12,0,2.0,5.0,1,17,256312,17915,0.0981,12,8,0.0136,0.1884,5.3,1,0,0,0,0,0,0,0,0,0,0,1
LOAN_000800,BORR_000800,664922,6.58,84,3812455,179340,1.29,2.74,633,108766,2020-04-27,0,2.0,5.0,49,9,3891463,304989,0.23,10,64,0.1226,-0.0802,5.4,1,0,0,0,0,0,0,1,0,0,0,0
LOAN_000801,BORR_000801,75051,8.87,36,28002983,852172,2.94,0.82,591,64513,2020-01-25,0,1.16,5.0,52,17,27029988,2556352,-0.0741,14,70,-0.0519,0.0819,8.4,0,0,0,0,0,0,0,0,1,0,0,0
LOAN_000802,BORR_000802,187996,5.71,48,190463,101025,3.85,1.14,709,73482,2020-09-26,0,2.0,5.0,48,7,191916,13221,-0.2032,17,41,0.0215,0.0485,6.2,0,0,0,1,0,0,0,1,0,0,0,0
LOAN_000803,BORR_000803,81355,10.56,48,2471515,3146,2.22,2.75,578,2138,2025-01-27,0,2.0,1.3,32,23,2497889,244988,0.05,18,33,-0.0455,0.0116,4.3,0,0,0,0,0,0,0,0,0,0,0,0
LOAN_000804,BORR_000804,84817,6.76,84,312635,60910,2.6,2.85,595,111068,2020-08-14,0,0.76,5.0,5,6,310263,30884,-0.1934,18,27,-0.0421,0.1446,3.5,0,0,0,0,0,0,0,0,0,1,0,0
LOAN_000805,BORR_000805,102359,7.67,48,4811948,1119158,3.36,0.91,686,195008,2023-04-12,0,0.52,5.0,15,18,4925723,342923,0.3881,5,89,-0.0271,-0.0941,4.0,0,0,0,0,0,0,0,0,0,1,0,0
LOAN_000806,BORR_000806,227112,9.18,36,92288,1277915,2.17,1.7,678,195515,2020-08-12,0,1.16,5.0,10,21,96296,7354,0.2383,14,60,0.0367,-0.0813,4.8,0,0,0,0,1,0,0,1,0,0,0,0
LOAN_000807,BORR_000807,79370,4.29,84,1321970,64145,1.56,1.12,572,986405,2022-02-15,0,0.08,5.0,33,12,1378228,108990,0.3446,20,39,-0.0474,0.0032,4.0,0,1,0,0,0,0,1,0,0,0,0,0
LOAN_000808,BORR_000808,1070497,5.01,36,2048242,20501,3.83,3.2,682,18086,2021-09-21,0,2.0,0.6,40,0,2038172,188625,0.0294,13,53,0.1607,-0.091,5.6,0,1,0,0,0,0,0,1,0,0,0,0
LOAN_000809,BORR_000809,42535,11.55,12,228310,88635,3.67,2.03,567,16042,2022-01-14,0,2.0,5.0,23,2,219479,18991,0.1026,4,58,-0.0974,0.0812,4.1,0,0,0,1,0,0,1,0,0,0,0,0
